PVP Insignia of Conquest,0,0,0,0,0,0,0,0,69636,75048,73274,76525,77342,82225,86156,89426,89634,92147,99020,100580,102488,109288,113202,115996,121704,123361,0,0,0
Cradle of Anguish,0,0,0,0,0,0,0,0,84443,88274,90975,94050,96655,102000,107327,112779,114821,122732,123929,130909,136634,140634,144917,151237,159368,163256,0,0,0
Stat Mastery,0,0,0,0,0,0,0,0,92143,93848,97663,101833,102618,106752,111980,112153,118509,122006,127699,131248,136607,137396,148259,154780,156124,162934,0,0,0
Stormsinger Fulmination Charge,0,0,0,0,0,0,0,0,86785,91137,90482,92645,98393,100963,105117,110650,109222,117192,119192,125578,128519,138089,139957,145562,150273,154380,0,0,0
Icon of Rot,0,0,0,0,0,0,0,0,66174,64881,70574,70429,70594,76610,77044,82828,84810,87144,88040,90802,95965,97455,101906,104046,108493,109868,0,0,0
Chrono Shard,0,0,0,0,0,0,0,0,81544,84034,88227,90917,92811,97078,101670,102120,109146,111642,116016,120028,123375,129629,130652,139250,140778,148282,0,0,0
Deteriorated Construct Core,0,0,0,0,0,0,0,0,58181,58670,63867,64831,67039,72983,74856,81381,82747,86028,87467,92289,97903,101176,108569,114013,117432,123004,0,0,0
PVP Badge of Conquest,0,0,0,0,0,0,0,0,75494,80407,82314,84272,87959,91244,92972,99167,102186,104511,111713,116563,118449,121417,126920,131664,134875,142330,0,0,0
Aran's Relaxing Ruby,0,0,0,0,0,0,0,0,64920,69093,72652,73872,72523,77533,79608,81076,87178,88503,89091,91682,96205,97483,99751,102710,108353,108338,0,0,0
Terminus Signaling Beacon,0,0,0,0,0,0,0,0,0,0,0,86960,92005,93928,95592,98251,104195,108094,112183,118275,118028,120912,126987,135563,134810,139178,0,0,0
Engine of Eradication,0,0,0,0,0,0,0,0,93633,96453,99325,98775,106857,107395,110027,116710,122857,123608,128177,137591,138029,144067,150390,155873,161154,168313,0,0,0
Tempered Egg of Serpentrix,0,0,0,0,0,0,0,0,39914,41059,46702,48125,51945,54843,60316,61629,67406,67407,74741,76491,82660,88004,90937,96313,99298,106239,0,0,0
Stat Haste,0,0,0,0,0,0,0,0,82382,83178,86426,90398,94172,96656,101038,104171,110556,109342,117482,122384,125135,130864,136405,140950,148365,151909,0,0,0
Engine of Eradication_No Orbs,0,0,0,0,0,0,0,0,71365,73570,75927,76548,79481,81649,85413,87984,89741,90725,95098,97593,99838,104236,105931,112159,114346,117779,0,0,0
Thrice Accursed Compass,0,0,0,0,0,0,0,0,93306,94903,99208,100326,106686,107774,113502,114310,117111,125017,126368,132450,136641,139687,145537,150127,153135,162587,0,0,0
Horn of Valor,0,0,0,0,0,0,0,0,69660,71382,75704,74868,81922,80858,86906,87492,91832,92768,98613,97141,103943,107851,112607,115899,120900,122977,0,0,0
Stat Versatility,0,0,0,0,0,0,0,0,78880,84980,84129,90808,90846,93337,98810,102443,105366,109067,111597,118492,122352,124307,132853,136432,140720,147309,0,0,0
Shadow Singed Fang,0,0,0,0,0,0,0,0,0,0,0,81946,82402,85558,89306,92750,94298,97209,102068,105247,106763,111949,119805,123746,127091,131934,0,0,0
Golganneth's Vitality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116709,121759,129235,132776,139289,144993,152398,160109,165685,175027,185269,191098,197945
Unstable Arcanocrystal,120868,120872,125526,124693,127944,130108,127381,130956,136579,139270,138973,142357,145130,147049,150617,151423,157321,159096,162136,165949,168742,170827,173533,178052,181352,186763,0,0,0
Mrrgria's Favor,0,0,0,0,0,0,0,0,62817,63657,64531,63988,66789,72855,70241,74527,77582,79862,82139,83240,85415,89146,91981,96975,98241,100772,0,0,0
Twisting Wind,0,0,0,0,0,0,0,0,54189,58289,60227,63861,63698,71104,73328,76917,81100,84807,87645,93192,96629,99467,107717,111131,115051,117825,0,0,0
Six Feather Fan,0,0,0,0,0,0,0,0,68473,73767,75130,79682,82228,84896,91717,96657,99625,104086,107892,116793,120730,126620,132434,133644,142729,152797,0,0,0
Tome of Unraveling Sanity,0,0,0,0,0,0,0,0,76576,81805,83373,86881,91036,95958,101252,103040,106778,111986,116143,122430,128143,133724,140209,145165,152358,161996,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199433
Kil'jaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167204,0,0,0,0,0,209546
Darkmoon Deck: Dominion,0,0,0,0,0,0,0,0,86709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94721,0,0,0,0,0,0,0,0,0,0,0,0,0
