ForgefiendsFabricator,0,0,79839,82730,85641,89000,91666,94893,99304,103534,108188,106801,108680,113741,117303,121431,127462,0,0,0
Tempered Egg of Serpentrix,0,86590,89169,93569,97111,101355,106267,111083,117909,123686,128996,132771,140543,146928,156077,164650,170497,0,0,0
Stat Haste,0,124136,126789,131782,133826,138933,141704,149928,152389,158266,163289,167296,174076,180471,186503,193803,200836,0,0,0
Engine of Eradication_No Orbs,0,83004,83894,88735,92204,94823,95443,100262,103253,105088,109340,112982,116771,122018,125224,127257,134264,0,0,0
Thrice Accursed Compass,0,107326,114800,117812,120814,126979,130263,134145,139769,145370,152608,160430,163107,169394,175954,181458,192758,0,0,0
Horn of Valor,0,91981,93866,96090,98871,103200,106839,112735,117692,121338,123956,129567,132552,139174,144272,147881,154929,0,0,0
Stat Versatility,0,106109,111074,116501,119072,123520,126274,132620,135679,143353,149833,153292,160398,165323,173506,177583,185754,0,0,0
Fury of the Burning Sky,0,72596,77652,79164,82856,82373,86690,90175,91868,95265,95966,101705,101459,110363,111575,115485,115952,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,0,139199,145148,152700,157613,164191,173201,182977,189334,200049,206687,222695,232422,242738
Shadow Singed Fang,0,0,96997,104427,105035,110217,113807,118374,121995,127112,131163,139606,141741,148967,154408,161340,168226,0,0,0
Golganneth's Vitality,0,0,0,0,0,0,0,132155,135968,145376,153545,158915,165794,173621,180722,191507,202075,208689,219044,229017
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242800
Unstable Arcanocrystal,0,161122,165535,166847,168029,173855,176315,180718,184288,184344,188418,191060,194269,198586,204644,207689,210762,0,0,0
Mrrgria's Favor,0,65996,66474,70951,70184,76024,77784,78340,78617,86179,87331,88539,91576,92423,96057,101789,102985,0,0,0
Twisting Wind,0,75997,78968,82959,86912,90729,96634,100587,103361,108415,109970,119119,125649,131907,138218,144335,151115,0,0,0
Six Feather Fan,0,87780,90117,98328,102900,106807,111167,114648,123700,130458,134642,140631,147248,156839,160014,166800,178057,0,0,0
Golganneth's Vitality 15-Pantheon,0,0,0,0,0,0,0,153401,160886,171626,180806,186654,193787,203582,215359,224533,235826,245501,256094,269531
Engine of Eradication,0,114704,118494,122078,126296,131523,138021,140198,147301,151343,159391,162627,170979,177690,184959,188550,199456,0,0,0
Terminus Signaling Beacon,0,0,83254,87179,90009,93721,94449,100197,103202,104876,109247,114227,116894,119142,122263,126777,131411,0,0,0
Icon of Rot,0,68713,71179,72483,75897,77127,80898,83462,86073,87805,89976,90722,96685,97705,103066,104339,109639,0,0,0
Tome of Unraveling Sanity,0,101206,104992,112139,113917,117753,123198,130678,134326,141337,145145,151530,160721,168721,173748,180814,189726,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222980
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287936
Kil'jaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235908
Darkmoon Deck: Dominion,103082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,0,118342,0,0,0,0,0,0,0,0,0,0,0,0,0
