Acrid Catalyst Injector,0,0,119575,128964,133784,136087,139674,142972,149219,152618,157762,166705,168825,170982,177352,186970,194338,0,0,0
Vitality Resonator,0,0,73333,75225,74038,79354,79288,81249,87779,93908,90097,97555,99389,104319,103936,110823,113571,0,0,0
Tome of Unraveling Sanity,0,79422,86008,90130,90289,94552,101365,107398,110367,117289,119413,126550,129655,137331,140404,147584,159012,0,0,0
KiljaedensBurningWish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193974
Terminus Signaling Beacon,0,0,63871,70173,73882,75602,77186,77655,80673,84437,84621,91938,92503,95546,101332,101545,105478,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211246
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257444
Eyasu's Mulligan,0,69483,70899,77153,74582,79132,82845,87266,90360,93147,98551,101345,109592,110314,115858,120125,125711,0,0,0
Darkmoon Deck: Hellfire,89709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astral Alchemist Stone,0,0,0,0,0,0,97362,0,0,0,0,0,0,0,0,0,0,0,0,0
